year,sex,name,n,prop
1912,M,Charlie,1446,0.00320296
1912,M,Lester,1443,0.00319632
1912,M,Floyd,1438,0.00318524
1912,M,Bernard,1437,0.00318303
1912,M,Norman,1367,0.00302797
1912,M,Clifford,1345,0.00297924
1912,M,Sam,1325,0.00293494
1912,M,Milton,1319,0.00292165
1912,M,Clyde,1314,0.00291058
1912,M,Leroy,1306,0.00289286
1912,M,Benjamin,1272,0.00281754
1912,M,Lewis,1247,0.00276217
1912,M,Philip,1237,0.00274002
1912,M,Lloyd,1227,0.00271787
1912,M,Melvin,1185,0.00262483
1912,M,Vincent,1178,0.00260933
1912,M,Oscar,1157,0.00256281
1912,M,Jesse,1106,0.00244985
1912,M,Martin,1064,0.00235681
1912,M,Cecil,1057,0.00234131
1912,M,Ray,1050,0.0023258
1912,M,Lee,1030,0.0022815
1912,M,Leon,1006,0.00222834
1912,M,Sidney,1003,0.0022217
1912,M,Victor,989,0.00219068
1912,M,Morris,960,0.00212645
1912,M,Marvin,958,0.00212202
1912,M,Glenn,948,0.00209987
1912,M,Edgar,945,0.00209322
1912,M,Alvin,929,0.00205778
1912,M,Gerald,929,0.00205778
1912,M,Stephen,928,0.00205557
1912,M,Claude,890,0.00197139
1912,M,Vernon,889,0.00196918
1912,M,Harvey,875,0.00193817
1912,M,Wilbur,832,0.00184292
1912,M,Gordon,822,0.00182077
1912,M,Irving,815,0.00180527
1912,M,Maurice,811,0.00179641
1912,M,Everett,806,0.00178533
1912,M,Alexander,803,0.00177869
1912,M,Homer,794,0.00175875
1912,M,Arnold,767,0.00169894
1912,M,Julius,758,0.00167901
1913,F,Mary,36642,0.05594942
1913,F,Helen,18888,0.02884047
1913,F,Dorothy,14674,0.02240603
1913,F,Margaret,14486,0.02211897
1913,F,Ruth,12609,0.01925294
1913,F,Mildred,9921,0.01514858
1913,F,Anna,9687,0.01479128
1913,F,Elizabeth,9505,0.01451338
1913,F,Frances,7694,0.01174813
1913,F,Marie,7353,0.01122745
1913,F,Alice,6934,0.01058767
1913,F,Evelyn,6683,0.01020441
1913,F,Florence,6279,0.00958753
1913,F,Rose,6171,0.00942263
1913,F,Virginia,6036,0.00921649
1913,F,Lillian,6015,0.00918443
1913,F,Louise,5577,0.00851563
1913,F,Edna,5558,0.00848662
1913,F,Gladys,5428,0.00828812
1913,F,Ethel,5369,0.00819804
1913,F,Irene,5335,0.00814612
1913,F,Catherine,5302,0.00809573
1913,F,Ruby,4913,0.00750176
1913,F,Josephine,4822,0.00736281
1913,F,Grace,4669,0.00712919
1913,F,Thelma,4595,0.0070162
1913,F,Hazel,4589,0.00700704
1913,F,Martha,4538,0.00692916
1913,F,Edith,4366,0.00666653
1913,F,Annie,4267,0.00651537
1913,F,Lucille,4098,0.00625732
1913,F,Esther,4090,0.0062451
1913,F,Gertrude,4015,0.00613059
1913,F,Eleanor,3938,0.00601301
1913,F,Pauline,3636,0.00555188
1913,F,Clara,3633,0.0055473
1913,F,Beatrice,3567,0.00544652
1913,F,Emma,3474,0.00530452
1913,F,Bertha,3345,0.00510755
1913,F,Elsie,3209,0.00489989
1913,F,Agnes,3206,0.00489531
1913,F,Julia,3195,0.00487851
1913,F,Sarah,3178,0.00485255
1913,F,Doris,3049,0.00465558
1913,F,Bernice,3036,0.00463573
1913,F,Ann,2998,0.00457771
1913,F,Bessie,2951,0.00450594
1913,F,Marjorie,2922,0.00446166
1913,F,Ida,2916,0.0044525
1913,F,Eva,2891,0.00441433
1913,F,Marion,2854,0.00435783
1913,F,Viola,2847,0.00434714
1913,F,Myrtle,2843,0.00434103
1913,F,Katherine,2794,0.00426622
1913,F,Pearl,2756,0.00420819
1913,F,Mabel,2741,0.00418529
1913,F,Anne,2684,0.00409825
1913,F,Nellie,2645,0.0040387
1913,F,Lois,2561,0.00391044
1913,F,Jean,2544,0.00388449
1913,F,Jessie,2475,0.00377913
1913,F,Laura,2454,0.00374706
1913,F,Minnie,2332,0.00356078
1913,F,Alma,2297,0.00350734
1913,F,Willie,2264,0.00345695
1913,F,Kathryn,2246,0.00342946
1913,F,Betty,2240,0.0034203
1913,F,Vera,2209,0.00337297
1913,F,Stella,2205,0.00336686
1913,F,Ella,2071,0.00316225
1913,F,Lillie,2030,0.00309965
1913,F,Sylvia,2013,0.00307369
1913,F,Lena,1973,0.00301261
1913,F,Leona,1911,0.00291794
1913,F,Mattie,1868,0.00285229
1913,F,Blanche,1856,0.00283396
1913,F,Lucy,1855,0.00283244
1913,F,Marguerite,1822,0.00278205
1913,F,Mae,1814,0.00276983
1913,F,Jennie,1809,0.0027622
1913,F,Jane,1759,0.00268585
1913,F,Violet,1751,0.00267364
1913,F,Vivian,1727,0.00263699
1913,F,Genevieve,1684,0.00257133
1913,F,Beulah,1640,0.00250415
1913,F,Opal,1629,0.00248735
1913,F,Charlotte,1603,0.00244765
1913,F,Ellen,1579,0.00241101
1913,F,Velma,1556,0.00237589
1913,F,Carrie,1517,0.00231634
1913,F,Fannie,1488,0.00227206
1913,F,Wilma,1469,0.00224305
1913,F,Marian,1452,0.00221709
1913,F,Barbara,1451,0.00221556
1913,F,Juanita,1443,0.00220335
1913,F,Hattie,1434,0.0021896
1913,F,Theresa,1403,0.00214227
1913,F,Inez,1395,0.00213005
1913,F,Emily,1387,0.00211784
1913,F,Georgia,1382,0.0021102
1913,M,John,29329,0.05469308
1913,M,William,23538,0.04389395
1913,M,James,20831,0.0388459
1913,M,Robert,15683,0.02924585
1913,M,Joseph,14471,0.0269857
1913,M,George,13874,0.02587241
1913,M,Charles,13190,0.02459687
1913,M,Edward,9474,0.01766723
1913,M,Frank,9237,0.01722527
1913,M,Thomas,7096,0.01323271
1913,M,Walter,6890,0.01284856
1913,M,Henry,6391,0.01191802
1913,M,Harold,6157,0.01148165
1913,M,Paul,5966,0.01112547
1913,M,Harry,5458,0.01017815
1913,M,Albert,5449,0.01016136
1913,M,Arthur,5422,0.01011101
1913,M,Raymond,5311,0.00990402
1913,M,Richard,5107,0.0095236
1913,M,Louis,4258,0.00794037
1913,M,Clarence,4046,0.00754503
1913,M,Ralph,3963,0.00739025
1913,M,Carl,3935,0.00733804
1913,M,Willie,3760,0.00701169
1913,M,Donald,3703,0.0069054
1913,M,Howard,3663,0.00683081
1913,M,Fred,3624,0.00675808
1913,M,Jack,3538,0.00659771
1913,M,David,3282,0.00612031
1913,M,Francis,3205,0.00597672
1913,M,Earl,3110,0.00579957
1913,M,Roy,3090,0.00576227
1913,M,Kenneth,3065,0.00571565
1913,M,Ernest,2940,0.00548255
1913,M,Lawrence,2853,0.00532031
1913,M,Samuel,2850,0.00531472
1913,M,Joe,2806,0.00523266
1913,M,Anthony,2781,0.00518604
1913,M,Herbert,2723,0.00507788
1913,M,Michael,2607,0.00486157
1913,M,Stanley,2595,0.00483919
1913,M,Alfred,2577,0.00480562
1913,M,Eugene,2525,0.00470865
1913,M,Woodrow,2333,0.00435061
1913,M,Elmer,2323,0.00433196
1913,M,Leonard,2276,0.00424431
1913,M,Andrew,2222,0.00414361
1913,M,Leo,2031,0.00378743
1913,M,Frederick,1997,0.00372403
1913,M,Russell,1946,0.00362892
1913,M,Peter,1934,0.00360655
1913,M,Bernard,1916,0.00357298
1913,M,Herman,1905,0.00355247
1913,M,Daniel,1878,0.00350212
1913,M,Edwin,1825,0.00340328
1913,M,Chester,1765,0.00329139
1913,M,Norman,1748,0.00325969
1913,M,Floyd,1740,0.00324477
1913,M,Lester,1736,0.00323731
1913,M,Theodore,1650,0.00307694
1913,M,Melvin,1642,0.00306202
1913,M,Charlie,1618,0.00301727
1913,M,Leroy,1582,0.00295013
1913,M,Clyde,1537,0.00286622
1913,M,Sam,1527,0.00284757
1913,M,Vincent,1527,0.00284757
1913,M,Lloyd,1521,0.00283638
1913,M,Clifford,1520,0.00283451
1913,M,Philip,1484,0.00276738
1913,M,Benjamin,1466,0.00273381
1913,M,Milton,1419,0.00264617
1913,M,Lewis,1384,0.0025809
1913,M,Ray,1328,0.00247647
1913,M,Cecil,1276,0.0023795
1913,M,Martin,1259,0.0023478
1913,M,Oscar,1249,0.00232915
1913,M,Marvin,1236,0.00230491
1913,M,Lee,1228,0.00228999
1913,M,Jesse,1214,0.00226388
1913,M,Victor,1177,0.00219488
1913,M,Leon,1160,0.00216318
1913,M,Alvin,1144,0.00213335
1913,M,Vernon,1143,0.00213148
1913,M,Gerald,1142,0.00212962
1913,M,Glenn,1122,0.00209232
1913,M,Stephen,1097,0.0020457
1913,M,Edgar,1087,0.00202705
1913,M,Claude,1076,0.00200654
1913,M,Morris,1073,0.00200094
1913,M,Sidney,1073,0.00200094
1913,M,Wilbur,1044,0.00194686
1913,M,Arnold,1032,0.00192449
1913,M,Harvey,1028,0.00191703
1913,M,Gordon,1017,0.00189651
1913,M,Maurice,994,0.00185362
1913,M,Homer,987,0.00184057
1913,M,Everett,948,0.00176784
1913,M,Alexander,937,0.00174733
1913,M,Willard,926,0.00172682
1913,M,Allen,903,0.00168393
1914,F,Mary,45345,0.05692182
1914,F,Helen,23221,0.02914944
1914,F,Dorothy,18782,0.02357714
1914,F,Margaret,17763,0.02229799
1914,F,Ruth,15839,0.01988278
1914,F,Anna,11865,0.0148942
1914,F,Mildred,11649,0.01462305
1914,F,Elizabeth,11367,0.01426905
1914,F,Frances,9677,0.01214759
1914,F,Marie,8829,0.01108309
1914,F,Evelyn,8506,0.01067763
1914,F,Alice,8198,0.01029099
1914,F,Florence,7886,0.00989934
1914,F,Virginia,7601,0.00954158
1914,F,Rose,7574,0.00950768
1914,F,Lillian,7354,0.00923151
1914,F,Louise,6648,0.00834527
1914,F,Catherine,6613,0.00830133
1914,F,Edna,6289,0.00789461
1914,F,Gladys,6227,0.00781679
1914,F,Ethel,6204,0.00778791
1914,F,Irene,6197,0.00777913
1914,F,Josephine,5896,0.00740128
1914,F,Ruby,5625,0.00706109
1914,F,Grace,5594,0.00702218
1914,F,Thelma,5496,0.00689916
1914,F,Martha,5432,0.00681882
1914,F,Eleanor,5374,0.00674601
1914,F,Hazel,5324,0.00668325
1914,F,Lucille,5320,0.00667822
1914,F,Edith,5209,0.00653888
1914,F,Gertrude,4938,0.0061987
1914,F,Annie,4800,0.00602547
1914,F,Pauline,4699,0.00589868
1914,F,Esther,4654,0.00584219
1914,F,Doris,4429,0.00555975
1914,F,Clara,4240,0.00532249
1914,F,Beatrice,4232,0.00531245
1914,F,Emma,3972,0.0049860700000000004
1914,F,Ann,3888,0.00488063
1914,F,Bertha,3859,0.00484422
1914,F,Julia,3813,0.00478648
1914,F,Bernice,3730,0.00468229
1914,F,Agnes,3721,0.00467099
1914,F,Marjorie,3711,0.00465844
1914,F,Elsie,3683,0.00462329
1914,F,Sarah,3679,0.00461827
1914,F,Katherine,3652,0.00458437
1914,F,Ida,3561,0.00447014
1914,F,Marion,3550,0.00445633
1914,F,Lois,3432,0.00430821
1914,F,Eva,3401,0.00426929
1914,F,Anne,3365,0.0042241
1914,F,Jean,3281,0.00411866
1914,F,Bessie,3260,0.0040923
1914,F,Pearl,3223,0.00404585
1914,F,Viola,3204,0.004022
1914,F,Mabel,3131,0.00393036
1914,F,Laura,3059,0.0038399800000000002
1914,F,Myrtle,3049,0.00382743
1914,F,Nellie,2952,0.00370566
1914,F,Betty,2933,0.00368181
1914,F,Kathryn,2901,0.00364164
1914,F,Jessie,2861,0.00359143
1914,F,Stella,2771,0.00347845
1914,F,Willie,2759,0.00346339
1914,F,Minnie,2718,0.00341192
1914,F,Vera,2683,0.00336798
1914,F,Alma,2648,0.00332405
1914,F,Sylvia,2565,0.00321986
1914,F,Jane,2340,0.00293741
1914,F,Ella,2308,0.00289724
1914,F,Lucy,2298,0.00288469
1914,F,Lillie,2287,0.00287088
1914,F,Lena,2259,0.00283573
1914,F,Genevieve,2254,0.00282946
1914,F,Jennie,2225,0.00279305
1914,F,Mattie,2193,0.00275288
1914,F,Leona,2174,0.00272903
1914,F,Blanche,2164,0.00271648
1914,F,Vivian,2080,0.00261103
1914,F,Barbara,2061,0.00258718
1914,F,Violet,2061,0.00258718
1914,F,Marguerite,2050,0.00257338
1914,F,Mae,2049,0.00257212
1914,F,Ellen,2039,0.00255957
1914,F,Rita,2010,0.00252316
1914,F,Charlotte,2008,0.00252065
1914,F,Opal,1893,0.00237629
1914,F,Marian,1862,0.00233738
1914,F,Carrie,1798,0.00225704
1914,F,Theresa,1794,0.00225202
1914,F,Velma,1794,0.00225202
1914,F,Juanita,1792,0.00224951
1914,F,Wilma,1787,0.00224323
1914,F,Beulah,1776,0.00222942
1914,F,Hattie,1678,0.0021064
1914,F,Emily,1650,0.00207125
1914,F,Fannie,1616,0.00202857
1914,F,Sophie,1584,0.0019884
1914,M,John,37948,0.05553434
1914,M,William,29753,0.04354151
1914,M,James,26263,0.03843413
1914,M,Robert,21188,0.03100721
1914,M,Joseph,18829,0.02755497
1914,M,George,17603,0.0257608
1914,M,Charles,16937,0.02478616
1914,M,Edward,12318,0.01802656
1914,M,Frank,12002,0.01756412
1914,M,Walter,8962,0.01311528
1914,M,Thomas,8850,0.01295138
1914,M,Henry,8110,0.01186844
1914,M,Paul,7733,0.01131672
1914,M,Harold,7563,0.01106794
1914,M,Albert,6942,0.01015915
1914,M,Raymond,6821,0.00998207
1914,M,Richard,6669,0.00975963
1914,M,Arthur,6641,0.00971866
1914,M,Harry,6588,0.00964109
1914,M,Louis,5495,0.00804156
1914,M,Ralph,5010,0.0073318
1914,M,Clarence,4909,0.00718399
1914,M,Donald,4836,0.00707716
1914,M,Carl,4807,0.00703472
1914,M,Willie,4709,0.0068913
1914,M,Howard,4490,0.00657081
1914,M,Jack,4486,0.00656496
1914,M,Fred,4441,0.0064991
1914,M,David,4251,0.00622105
1914,M,Kenneth,4178,0.00611422
1914,M,Francis,3901,0.00570885
1914,M,Roy,3852,0.00563714
1914,M,Earl,3842,0.00562251
1914,M,Joe,3712,0.00543226
1914,M,Samuel,3704,0.00542055
1914,M,Lawrence,3703,0.00541909
1914,M,Anthony,3695,0.00540738
1914,M,Ernest,3632,0.00531519
1914,M,Stanley,3559,0.00520836
1914,M,Michael,3362,0.00492006
1914,M,Alfred,3346,0.00489665
1914,M,Herbert,3253,0.00476055
1914,M,Eugene,3211,0.00469908
1914,M,Andrew,2965,0.00433908
1914,M,Leonard,2923,0.00427761
1914,M,Elmer,2878,0.00421176
1914,M,Leo,2655,0.00388541
1914,M,Peter,2624,0.00384005
1914,M,Russell,2568,0.00375809
1914,M,Bernard,2436,0.00356492
1914,M,Herman,2430,0.00355614
1914,M,Frederick,2415,0.00353419
1914,M,Edwin,2386,0.00349175
1914,M,Norman,2335,0.00341711
1914,M,Daniel,2325,0.00340248
1914,M,Chester,2289,0.0033498
1914,M,Lester,2164,0.00316687
1914,M,Floyd,2090,0.00305857
1914,M,Melvin,2064,0.00302052
1914,M,Leroy,2004,0.00293272
1914,M,Vincent,1962,0.00287125
1914,M,Clifford,1960,0.00286833
1914,M,Clyde,1954,0.00285955
1914,M,Theodore,1929,0.00282296
1914,M,Charlie,1906,0.0027893
1914,M,Lloyd,1884,0.00275711
1914,M,Sam,1880,0.00275125
1914,M,Philip,1870,0.00273662
1914,M,Milton,1834,0.00268394
1914,M,Benjamin,1823,0.00266784
1914,M,Woodrow,1785,0.00261223
1914,M,Lewis,1767,0.00258589
1914,M,Martin,1676,0.00245271
1914,M,Ray,1657,0.00242491
1914,M,Marvin,1627,0.002381
1914,M,Victor,1559,0.00228149
1914,M,Oscar,1553,0.00227271
1914,M,Alvin,1532,0.00224198
1914,M,Cecil,1530,0.00223905
1914,M,Stephen,1486,0.00217466
1914,M,Gerald,1468,0.00214832
1914,M,Jesse,1457,0.00213222
1914,M,Vernon,1455,0.00212929
1914,M,Lee,1451,0.00212344
1914,M,Leon,1414,0.00206929
1914,M,Morris,1365,0.00199759
1914,M,Edgar,1361,0.00199173
1914,M,Gordon,1355,0.00198295
1914,M,Sidney,1337,0.00195661
1914,M,Everett,1336,0.00195515
1914,M,Glenn,1327,0.00194197
1914,M,Willard,1302,0.00190539
1914,M,Claude,1284,0.00187905
1914,M,Maurice,1256,0.00183807
1914,M,Harvey,1250,0.00182929
1914,M,Wilbur,1248,0.00182636
1914,M,Arnold,1174,0.00171807
1914,M,Alexander,1169,0.00171075
1914,M,Max,1159,0.00169612
1914,M,Irving,1156,0.00169173
1915,F,Mary,58187,0.05683012
1915,F,Helen,30866,0.03014623
1915,F,Dorothy,25154,0.02456743
1915,F,Margaret,23054,0.0225164
1915,F,Ruth,21878,0.02136782
1915,F,Mildred,15254,0.01489829
1915,F,Anna,15119,0.01476644
1915,F,Elizabeth,14103,0.01377413
1915,F,Frances,12787,0.01248882
1915,F,Evelyn,11595,0.01132461
1915,F,Marie,11362,0.01109705
1915,F,Virginia,10952,0.01069661
1915,F,Alice,10525,0.01027957
1915,F,Florence,10105,0.00986936
1915,F,Lillian,9546,0.00932339
1915,F,Rose,9375,0.00915638
1915,F,Irene,8323,0.00812891
1915,F,Louise,8313,0.00811915
1915,F,Catherine,8181,0.00799023
1915,F,Edna,8143,0.00795311
1915,F,Gladys,7857,0.00767378
1915,F,Josephine,7606,0.00742863
1915,F,Ethel,7379,0.00720693
1915,F,Ruby,7237,0.00706824
1915,F,Martha,7217,0.00704871
1915,F,Hazel,7092,0.00692662
1915,F,Grace,7044,0.00687974
1915,F,Eleanor,7036,0.00687193
1915,F,Lucille,7006,0.00684263
1915,F,Thelma,6762,0.00660432
1915,F,Edith,6761,0.00660334
1915,F,Pauline,6334,0.0061863
1915,F,Esther,6321,0.0061736
1915,F,Doris,6292,0.00614528
1915,F,Gertrude,6077,0.00593529
1915,F,Annie,5936,0.00579758
1915,F,Beatrice,5342,0.00521743
1915,F,Clara,5285,0.00516176
1915,F,Marjorie,5119,0.00499963
1915,F,Emma,5044,0.00492638
1915,F,Elsie,4967,0.00485117
1915,F,Bernice,4937,0.00482187
1915,F,Ann,4896,0.00478183
1915,F,Julia,4831,0.00471834
1915,F,Agnes,4795,0.00468318
1915,F,Bertha,4785,0.00467342
1915,F,Lois,4775,0.00466365
1915,F,Jean,4603,0.00449566
1915,F,Katherine,4488,0.00438334
1915,F,Marion,4456,0.00435209
1915,F,Sarah,4415,0.00431205
1915,F,Anne,4333,0.00423196
1915,F,Betty,4181,0.0040835
1915,F,Ida,4125,0.00402881
1915,F,Eva,4079,0.00398388
1915,F,Pearl,3976,0.00388328
1915,F,Bessie,3888,0.00379733
1915,F,Myrtle,3865,0.00377487
1915,F,Viola,3855,0.0037651
1915,F,Kathryn,3778,0.0036899
1915,F,Laura,3723,0.00363618
1915,F,Mabel,3683,0.00359712
1915,F,Nellie,3679,0.00359321
1915,F,Stella,3657,0.00357172
1915,F,Vera,3460,0.00337932
1915,F,Jessie,3356,0.00327774
1915,F,Sylvia,3284,0.00320742
1915,F,Minnie,3270,0.00319375
1915,F,Jane,3264,0.00318789
1915,F,Alma,3248,0.00317226
1915,F,Rita,3063,0.00299157
1915,F,Willie,3041,0.00297009
1915,F,Jennie,3015,0.00294469
1915,F,Leona,2972,0.0029027
1915,F,Ella,2954,0.00288511
1915,F,Genevieve,2928,0.00285972
1915,F,Lena,2927,0.00285874
1915,F,Vivian,2857,0.00279038
1915,F,Lucy,2814,0.00274838
1915,F,Wilma,2773,0.00270834
1915,F,Charlotte,2757,0.00269271
1915,F,Violet,2752,0.00268783
1915,F,Barbara,2704,0.00264094
1915,F,Lillie,2687,0.00262434
1915,F,Marguerite,2687,0.00262434
1915,F,Marian,2612,0.00255109
1915,F,Blanche,2590,0.0025296
1915,F,Ellen,2581,0.00252081
1915,F,Mae,2486,0.00242803
1915,F,Opal,2482,0.00242412
1915,F,Mattie,2434,0.00237724
1915,F,Juanita,2398,0.00234208
1915,F,Theresa,2309,0.00225516
1915,F,Velma,2287,0.00223367
1915,F,Beulah,2268,0.00221511
1915,F,June,2139,0.00208912
1915,F,Sophie,2112,0.00206275
1915,F,Maxine,2110,0.0020608
1915,F,Emily,2091,0.00204224
1915,F,Phyllis,2088,0.00203931
1915,M,John,47577,0.05400708
1915,M,William,38564,0.04377597
1915,M,James,33776,0.03834086
1915,M,Robert,28738,0.03262197
1915,M,Joseph,23052,0.0261675
1915,M,George,22308,0.02532295
1915,M,Charles,21959,0.02492678
1915,M,Edward,15889,0.01803642
1915,M,Frank,15006,0.01703408
1915,M,Thomas,11490,0.01304289
1915,M,Walter,11256,0.01277726
1915,M,Harold,10444,0.01185552
1915,M,Paul,10328,0.01172384
1915,M,Henry,10139,0.0115093
1915,M,Richard,9143,0.01037869
1915,M,Raymond,8981,0.01019479
1915,M,Albert,8825,0.01001771
1915,M,Arthur,8564,0.00972143
1915,M,Harry,8470,0.00961473
1915,M,Donald,7116,0.00807774
1915,M,Ralph,6816,0.00773719
1915,M,Carl,6613,0.00750675
1915,M,Louis,6518,0.00739891
1915,M,Clarence,6267,0.00711399
1915,M,Howard,6103,0.00692783
1915,M,Fred,5778,0.0065589
1915,M,Jack,5748,0.00652485
1915,M,Kenneth,5681,0.00644879
1915,M,Francis,5594,0.00635004
1915,M,Willie,5434,0.00616841
1915,M,David,5394,0.006123
1915,M,Roy,5052,0.00573478
1915,M,Earl,4908,0.00557132
1915,M,Stanley,4808,0.00545781
1915,M,Ernest,4787,0.00543397
1915,M,Anthony,4722,0.00536018
1915,M,Lawrence,4688,0.00532159
1915,M,Joe,4648,0.00527618
1915,M,Samuel,4351,0.00493904
1915,M,Herbert,4341,0.00492769
1915,M,Eugene,4321,0.00490499
1915,M,Alfred,4232,0.00480396
1915,M,Michael,4081,0.00463255
1915,M,Leonard,3993,0.00453266
1915,M,Elmer,3802,0.00431584
1915,M,Andrew,3573,0.00405589
1915,M,Leo,3527,0.00400368
1915,M,Bernard,3302,0.00374827
1915,M,Peter,3302,0.00374827
1915,M,Norman,3262,0.00370286
1915,M,Russell,3250,0.00368924
1915,M,Frederick,3159,0.00358594
1915,M,Edwin,3151,0.00357686
1915,M,Chester,3043,0.00345426
1915,M,Daniel,3002,0.00340772
1915,M,Herman,2983,0.00338616
1915,M,Lester,2943,0.00334075
1915,M,Willard,2889,0.00327945
1915,M,Floyd,2824,0.00320567
1915,M,Melvin,2780,0.00315572
1915,M,Clifford,2741,0.00311145
1915,M,Lloyd,2653,0.00301156
1915,M,Clyde,2518,0.00285831
1915,M,Theodore,2504,0.00284242
1915,M,Vincent,2491,0.00282766
1915,M,Leroy,2451,0.00278226
1915,M,Ray,2365,0.00268463
1915,M,Sam,2339,0.00265512
1915,M,Philip,2328,0.00264263
1915,M,Lewis,2307,0.00261879
1915,M,Benjamin,2241,0.00254387
1915,M,Marvin,2227,0.00252798
1915,M,Milton,2225,0.00252571
1915,M,Victor,2211,0.00250982
1915,M,Charlie,2193,0.00248939
1915,M,Cecil,2181,0.00247576
1915,M,Jesse,2111,0.0023963
1915,M,Gerald,2085,0.00236679
1915,M,Martin,2070,0.0023497600000000002
1915,M,Vernon,2060,0.00233841
1915,M,Alvin,2006,0.00227711
1915,M,Leon,1977,0.00224419
1915,M,Woodrow,1966,0.00223171
1915,M,Lee,1916,0.00217495
1915,M,Edgar,1895,0.00215111
1915,M,Stephen,1850,0.00210003
1915,M,Glenn,1842,0.00209095
1915,M,Oscar,1788,0.00202965
1915,M,Everett,1731,0.00196495
1915,M,Gordon,1717,0.00194905
1915,M,Arnold,1691,0.00191954
1915,M,Wilbur,1685,0.00191273
1915,M,Morris,1660,0.00188435
1915,M,Sidney,1615,0.00183327
1915,M,Harvey,1613,0.001831
1915,M,Claude,1605,0.00182192
1915,M,Wayne,1517,0.00172202
1915,M,Homer,1487,0.00168797
1915,M,Allen,1458,0.00165505
1915,M,Gilbert,1452,0.00164824
1916,F,Mary,61438,0.05658728
1916,F,Helen,32662,0.03008324
1916,F,Dorothy,27417,0.02525234
1916,F,Margaret,24952,0.02298196
1916,F,Ruth,23190,0.02135908
1916,F,Mildred,15633,0.01439873
1916,F,Anna,15228,0.0140257
1916,F,Elizabeth,14939,0.01375952
1916,F,Frances,13746,0.01266071
1916,F,Virginia,12487,0.01150111
1916,F,Evelyn,11889,0.01095033
1916,F,Marie,11683,0.01076059
1916,F,Alice,10719,0.0098727
1916,F,Florence,10412,0.00958994
1916,F,Rose,9605,0.00884666
1916,F,Lillian,9592,0.00883468
1916,F,Irene,9034,0.00832074
1916,F,Louise,8630,0.00794864
1916,F,Edna,8625,0.00794403
1916,F,Catherine,8469,0.00780035
1916,F,Josephine,8127,0.00748535
1916,F,Gladys,8019,0.00738588
1916,F,Ruby,7685,0.00707825
1916,F,Martha,7610,0.00700917
1916,F,Ethel,7601,0.00700088
1916,F,Grace,7461,0.00687193
1916,F,Eleanor,7406,0.00682127
1916,F,Edith,7306,0.00672917
1916,F,Thelma,7290,0.00671443
1916,F,Lucille,7241,0.0066693
1916,F,Hazel,7214,0.00664443
1916,F,Doris,7161,0.00659562
1916,F,Pauline,6655,0.00612957
1916,F,Esther,6421,0.00591404
1916,F,Gertrude,6243,0.0057501
1916,F,Annie,6105,0.00562299
1916,F,Marjorie,5866,0.00540286
1916,F,Beatrice,5586,0.00514497
1916,F,Clara,5544,0.00510628
1916,F,Ann,5343,0.00492115
1916,F,Emma,5217,0.0048051
1916,F,Bernice,5183,0.00477379
1916,F,Lois,5149,0.00474247
1916,F,Betty,5136,0.0047305
1916,F,Jean,5081,0.00467984
1916,F,Julia,5066,0.00466602
1916,F,Marion,5033,0.00463563
1916,F,Elsie,5027,0.0046301
1916,F,Bertha,4900,0.00451313
1916,F,Agnes,4853,0.00446984
1916,F,Katherine,4801,0.00442195
1916,F,Sarah,4798,0.00441918
1916,F,Anne,4571,0.00421011
1916,F,Ida,4364,0.00401945
1916,F,Eva,4337,0.00399458
1916,F,Bessie,4122,0.00379656
1916,F,Pearl,4073,0.00375142
1916,F,Myrtle,3960,0.00364735
1916,F,Viola,3948,0.00363629
1916,F,Kathryn,3933,0.00362248
1916,F,Nellie,3862,0.00355708
1916,F,Jane,3826,0.00352393
1916,F,Stella,3818,0.00351656
1916,F,Laura,3744,0.0034484
1916,F,Mabel,3680,0.00338945
1916,F,Vera,3622,0.00333603
1916,F,Rita,3477,0.00320248
1916,F,Jessie,3414,0.00314445
1916,F,Sylvia,3414,0.00314445
1916,F,Alma,3403,0.00313432
1916,F,Minnie,3274,0.00301551
1916,F,Marian,3198,0.00294551
1916,F,Willie,3116,0.00286998
1916,F,Barbara,3113,0.00286722
1916,F,Leona,3086,0.00284235
1916,F,Genevieve,3063,0.00282117
1916,F,Vivian,3049,0.00280827
1916,F,Marguerite,3034,0.00279446
1916,F,Jennie,3010,0.00277235
1916,F,Charlotte,2995,0.00275854
1916,F,Ella,2965,0.0027309
1916,F,Wilma,2962,0.00272814
1916,F,Violet,2921,0.00269038
1916,F,Lucy,2877,0.00264985
1916,F,Lena,2869,0.00264248
1916,F,June,2840,0.00261577
1916,F,Ellen,2838,0.00261393
1916,F,Lillie,2825,0.00260196
1916,F,Blanche,2714,0.00249972
1916,F,Juanita,2644,0.00243525
1916,F,Opal,2636,0.00242788
1916,F,Mae,2607,0.00240117
1916,F,Mattie,2556,0.0023542
1916,F,Geraldine,2549,0.00234775
1916,F,Phyllis,2427,0.00223538
1916,F,Maxine,2424,0.00223262
1916,F,Beulah,2401,0.00221143
1916,F,Theresa,2348,0.00216262
1916,F,Velma,2319,0.00213591
1916,F,Emily,2213,0.00203828
1916,M,John,50045,0.05420484
1916,M,William,40419,0.04377871
1916,M,James,35569,0.03852557
1916,M,Robert,31741,0.03437938
1916,M,Joseph,23883,0.0258682
1916,M,Charles,23612,0.02557468
1916,M,George,23379,0.02532231
1916,M,Edward,17005,0.01841849
1916,M,Frank,15292,0.0165631
